Price,Price per meter,Bedrooms,Bathrooms,Floor,View,Year Built,Payment Method,Seller Type,Area in m²,Governorate
12143600,75897,3,2,3,Other,2022,Cash,Broker,160,Greater Cairo
8178000,65424,2,2,2,Main Street,2025,Cash or Installments,Broker,125,Greater Cairo
8997597,56946,2,3,1,Main Street,2025,Installments,Broker,158,Greater Cairo
8997597,56946,2,3,1,Main Street,2025,Cash,Broker,158,Greater Cairo
3565530,77511,1,1,4,Garden,2028,Cash or Installments,Broker,46,Greater Cairo
4237290,36846,2,2,1,Garden,2024,Cash,Broker,115,Greater Cairo
7750000,75980,2,2,3,Lake,2025,Installments,Broker,102,Greater Cairo
16750000,124074,3,2,0,Sea View,2025,Cash or Installments,Broker,135,North Coast
7500000,64655,3,2,5,Other,2025,Cash,Broker,116,Greater Cairo
9745000,68146,2,3,4,Main Street,2026,Installments,Broker,143,Greater Cairo
7000000,41176,3,3,2,Side Street,2015,Cash or Installments,Broker,170,Greater Cairo
13780284,77854,3,,0,Garden,2028,Installments,Broker,177,Greater Cairo
11225000,100223,2,2,5,Main Street,2028,Cash or Installments,Broker,112,Greater Cairo
15281000,70096,4,,3,Main Street,2028,Cash or Installments,Broker,218,Greater Cairo
4187000,53000,1,1,1,Main Street,2030,Cash or Installments,Broker,79,Greater Cairo
7800000,53793,3,2,2,Main Street,2025,Cash or Installments,Broker,145,Greater Cairo
17275000,85098,,,2,Main Street,2027,Cash or Installments,Broker,203,Greater Cairo
13000000,49056,4,3,1,Other,2025,Cash,Broker,265,Greater Cairo
11350000,59424,3,3,5,Main Street,2025,Installments,Broker,191,Greater Cairo
6300000,43448,3,2,4,Garden,2024,Cash,Broker,145,Greater Cairo
6413201,48955,2,2,5,Main Street,2026,Cash or Installments,Broker,131,Greater Cairo
6334000,57063,2,2,0,Garden,2025,Cash,Broker,111,Greater Cairo
14707000,86005,3,3,2,Garden,2024,Installments,Broker,171,Greater Cairo
6100000,54464,2,2,2,Garden,2028,Cash or Installments,Broker,112,Greater Cairo
8162050,72230,2,,3,Main Street,2028,Cash or Installments,Broker,113,Greater Cairo
7700000,50000,3,2,1,Garden,2027,Cash or Installments,Broker,154,Greater Cairo
11893000,69958,3,3,2,Garden,2028,Cash or Installments,Broker,170,Greater Cairo
9050000,56562,3,2,2,Garden,2025,Cash or Installments,Broker,160,Greater Cairo
5950000,35628,2,2,1,Main Street,2026,Installments,Broker,167,Greater Cairo
2590000,27263,2,1,2,Garden,2027,Installments,Broker,95,Greater Cairo
13200000,120000,2,3,3,Garden,2024,Installments,Broker,110,Greater Cairo
9427000,69829,2,2,4,Main Street,2026,Installments,Broker,135,Greater Cairo
10500023,64024,3,3,2,Garden,2024,Installments,Broker,164,Greater Cairo
6900000,86250,2,2,2,Main Street,2026,Cash or Installments,Broker,80,Greater Cairo
10199000,62189,3,3,1,Garden,2027,Cash or Installments,Broker,164,Greater Cairo
6700000,61467,3,1,3,Pool,2025,Cash,Broker,109,Greater Cairo
5345000,50904,2,1,1,Main Street,2028,Cash or Installments,Broker,105,Greater Cairo
6900000,86250,2,2,0,Main Street,2026,Cash or Installments,Broker,80,Greater Cairo
5568000,62561,1,1,0,Garden,2027,Installments,Broker,89,Greater Cairo
12964000,89406,3,3,1,Side Street,2029,Cash or Installments,Broker,145,Greater Cairo
10332250,55850,,,0,Main Street,2025,Installments,Broker,185,Greater Cairo
10643677,61524,3,,0,Garden,2026,Cash or Installments,Broker,173,Greater Cairo
14921033,85753,3,2,3,Main Street,2025,Cash or Installments,Broker,174,Greater Cairo
7700000,50000,3,2,0,Garden,2027,Cash or Installments,Broker,154,Greater Cairo
7000000,53435,2,3,2,Lake,2024,Cash,Broker,131,Greater Cairo
7700000,54225,3,2,2,Garden,2029,Cash or Installments,Broker,142,Greater Cairo
7798726,70897,2,,3,Garden,2027,Cash or Installments,Broker,110,Greater Cairo
7578600,47965,3,2,3,Pool,2028,Cash or Installments,Broker,158,Greater Cairo
4918000,39344,2,2,0,Garden,2028,Installments,Broker,125,Greater Cairo
3568950,54075,1,1,2,Main Street,2027,Cash or Installments,Broker,66,Greater Cairo
13200000,120000,2,3,2,Main Street,2027,Cash or Installments,Broker,110,Greater Cairo
4300000,56578,1,1,3,Main Street,2025,Cash or Installments,Broker,76,Greater Cairo
12444000,103700,2,,1,Main Street,2029,Cash or Installments,Broker,120,Greater Cairo
5675000,17042,5,5,2,Garden,2027,Cash or Installments,Broker,333,Greater Cairo
6880000,55934,2,2,4,Main Street,2025,Cash or Installments,Broker,123,Greater Cairo
8132677,57272,3,3,0,Other,2025,Installments,Broker,142,Greater Cairo
6500000,36723,2,2,0,Garden,2025,Cash,Broker,177,Greater Cairo
4596750,51075,2,,0,Main Street,2028,Cash or Installments,Broker,90,Greater Cairo
5300000,42063,2,2,3,Main Street,2028,Installments,Broker,126,Greater Cairo
5800000,44961,2,1,2,Main Street,2025,Cash,Broker,129,Greater Cairo
18000000,78602,3,3,1,Garden,2025,Cash,Broker,229,Greater Cairo
10199000,62189,3,3,2,Garden,2026,Installments,Broker,164,Greater Cairo
6900000,52671,3,2,0,Other,2024,Cash,Broker,131,Greater Cairo
5029000,45718,2,2,1,Club,2028,Cash or Installments,Broker,110,Greater Cairo
9650000,57100,3,3,3,Pool,2028,Installments,Broker,169,Greater Cairo
12800000,82051,3,3,3,Pool,2028,Cash or Installments,Broker,156,Greater Cairo
15281000,70096,4,,4,Main Street,2028,Cash or Installments,Broker,218,Greater Cairo
8216940,51355,3,3,2,Main Street,2029,Cash or Installments,Broker,160,Greater Cairo
7293200,50647,2,,3,Main Street,2028,Cash or Installments,Broker,144,Greater Cairo
12000000,73170,3,2,0,Garden,2027,Cash or Installments,Broker,164,Greater Cairo
5408000,53544,2,2,3,Garden,2028,Cash or Installments,Broker,101,Greater Cairo
6570000,39578,3,3,2,Garden,2027,Installments,Broker,166,Greater Cairo
9135000,52500,3,2,4,Garden,2028,Installments,Broker,174,Greater Cairo
6500000,61320,2,3,2,Main Street,2029,Cash or Installments,Broker,106,Greater Cairo
10500023,64024,3,3,3,Main Street,2024,Installments,Broker,164,Greater Cairo
9093695,46634,,,0,Main Street,2027,Installments,Broker,195,Greater Cairo
8247000,78542,2,2,3,Garden,2026,Cash or Installments,Broker,105,Greater Cairo
9093695,46634,,,2,Garden,2027,Installments,Broker,195,Greater Cairo
11608347,73470,3,,2,Main Street,2026,Installments,Broker,158,Greater Cairo
16912000,75164,3,3,3,Main Street,2027,Installments,Broker,225,Greater Cairo
5408000,51018,2,2,2,Garden,2028,Cash or Installments,Broker,106,Greater Cairo
5408000,52000,2,2,3,Garden,2028,Cash or Installments,Broker,104,Greater Cairo
14252000,90777,3,3,0,Main Street,2028,Cash or Installments,Broker,157,Greater Cairo
11366000,138609,1,,1,Garden,2026,Cash,Broker,82,Greater Cairo
8000000,53333,2,2,3,Other,2024,Cash or Installments,Broker,150,Alexandria
8700000,37826,3,2,1,Garden,2005,Cash,Broker,230,Greater Cairo
8590000,68720,2,2,4,Lake,2028,Installments,Broker,125,Greater Cairo
4150000,50609,2,1,4,Main Street,2020,Cash,Broker,82,Greater Cairo
7000000,53846,2,2,2,Lake,2025,Installments,Broker,130,Greater Cairo
12800000,106666,2,1,2,Nile View,2028,Cash or Installments,Broker,120,Greater Cairo
9000000,40000,4,3,5,Other,2025,Cash,Broker,225,Greater Cairo
12500000,56561,3,3,5,Main Street,2025,Installments,Broker,221,Greater Cairo
3198000,26000,3,3,1,Plaza,2026,Cash or Installments,Broker,123,Greater Cairo
5950000,35628,2,2,5,Main Street,2026,Installments,Broker,167,Greater Cairo
5300000,40769,2,2,2,Club,2028,Cash or Installments,Broker,130,Greater Cairo
16922142,149753,2,2,1,Main Street,2029,Cash or Installments,Broker,113,Greater Cairo
4145000,55266,1,1,1,Garden,2026,Installments,Broker,75,Greater Cairo
4462500,27045,3,2,2,Main Street,2027,Cash or Installments,Broker,165,Greater Cairo
3857000,29000,3,3,2,Garden,2028,Cash or Installments,Broker,133,Greater Cairo
6300000,37058,3,2,3,Main Street,2023,Cash,Broker,170,Greater Cairo
6292000,44000,3,2,3,Main Street,2027,Installments,Broker,143,Greater Cairo
10916000,66560,3,3,3,Garden,2025,Installments,Broker,164,Greater Cairo
6700000,41875,3,3,0,Garden,2028,Installments,Broker,160,Greater Cairo
14000000,79545,3,2,3,Pool,2025,Installments,Broker,176,Greater Cairo
11350000,59424,3,3,1,Main Street,2025,Installments,Broker,191,Greater Cairo
11810937,79268,3,,3,Main Street,2026,Cash or Installments,Broker,149,Greater Cairo
15075000,111666,1,2,1,Sea View,2029,Cash or Installments,Broker,135,North Coast
9816183,70115,3,3,2,Main Street,2027,Cash or Installments,Broker,140,Greater Cairo
6000000,28846,3,3,1,Garden,2021,Cash,Broker,208,Greater Cairo
5300000,45689,3,2,5,Side Street,2025,Cash,Broker,116,Greater Cairo
9600000,64000,3,2,2,Main Street,2025,Cash or Installments,Broker,150,Greater Cairo
10628966,98416,3,2,1,Garden,2024,Cash,Broker,108,Greater Cairo
7700000,71962,2,2,3,Garden,2028,Cash or Installments,Broker,107,Greater Cairo
4174500,60500,,,1,Other,2026,Installments,Broker,69,Hurghada
8655000,60524,,,2,Other,2025,Installments,Broker,143,Greater Cairo
5300000,55208,2,1,0,Garden,2025,Cash,Broker,96,Greater Cairo
7000000,58333,2,2,2,Main Street,2022,Installments,Broker,120,Greater Cairo
13408280,72477,3,3,7,Garden,2027,Cash or Installments,Broker,185,Greater Cairo
5810000,35000,3,3,2,Main Street,2027,Cash or Installments,Broker,166,Greater Cairo
4250000,25000,3,2,2,Pool,2025,Cash or Installments,Broker,170,Greater Cairo
15000000,79365,4,4,2,Plaza,2026,Installments,Broker,189,Greater Cairo
5300000,26500,4,4,6,Garden,2025,Installments,Broker,200,North Coast
11110125,69875,,,2,Main Street,2028,Cash or Installments,Broker,159,Greater Cairo
12500000,55555,3,3,2,Garden,2024,Cash or Installments,Broker,225,Greater Cairo
4344000,29958,3,3,0,Main Street,2022,Cash or Installments,Broker,145,Greater Cairo
10110300,60180,2,2,1,Main Street,2029,Cash or Installments,Broker,168,Greater Cairo
11860000,69764,,,3,Plaza,2026,Cash or Installments,Broker,170,Greater Cairo
6860000,66601,2,2,3,Main Street,2026,Installments,Broker,103,Greater Cairo
13200000,120000,2,3,1,Main Street,2026,Installments,Broker,110,Greater Cairo
6055000,35000,3,3,2,Main Street,2026,Cash or Installments,Broker,173,Greater Cairo
4410000,38684,2,2,0,Garden,2025,Cash,Broker,114,Greater Cairo
5100000,34000,3,2,10,Other,2025,Cash,Broker,150,Greater Cairo
14057875,68575,,,2,Main Street,2028,Cash or Installments,Broker,205,Greater Cairo
4673000,38941,2,2,1,Main Street,2025,Cash or Installments,Broker,120,Greater Cairo
4000000,44943,1,1,3,Garden,2028,Cash or Installments,Broker,89,Greater Cairo
16500000,84615,4,4,2,Main Street,2025,Cash or Installments,Broker,195,Greater Cairo
9146400,54120,3,3,0,Garden,2025,Installments,Broker,169,Greater Cairo
6800000,37988,3,3,3,Garden,2027,Cash or Installments,Broker,179,Greater Cairo
9135000,52500,3,2,4,Garden,2028,Cash or Installments,Broker,174,Greater Cairo
4000000,40000,2,1,1,Side Street,2027,Installments,Broker,100,Hurghada
7335674,48904,3,3,4,Other,2025,Installments,Broker,150,Greater Cairo
8700000,66923,2,2,0,Main Street,2026,Installments,Broker,130,Greater Cairo
16467000,130690,,,0,Lake,2028,Cash or Installments,Broker,126,Greater Cairo
2760000,40000,2,1,1,Pool,2027,Cash or Installments,Broker,69,Hurghada
4082000,62800,1,1,4,Pool,2027,Cash or Installments,Broker,65,Hurghada
2202000,53707,1,1,4,Pool,2026,Cash or Installments,Broker,41,Hurghada
3685000,33500,3,1,1,Pool,2025,Cash,Broker,110,Hurghada
4200000,31343,3,2,0,Garden,2025,Cash or Installments,Broker,134,Greater Cairo
6250000,39062,3,3,4,Other,2025,Installments,Broker,160,Greater Cairo
7600000,43678,3,3,0,Garden,2027,Cash or Installments,Broker,174,Greater Cairo
18700000,78571,3,,2,Main Street,2027,Installments,Broker,238,Greater Cairo
7100000,50000,2,2,2,Garden,2028,Installments,Broker,142,Greater Cairo
13095000,121250,3,,3,Garden,2028,Cash or Installments,Broker,108,North Coast
9250000,52857,3,2,8,Other,2020,Cash,Broker,175,Alexandria
5300000,33974,3,2,1,Garden,2024,Cash,Broker,156,Greater Cairo
11366000,138609,1,,1,Main Street,2026,Cash or Installments,Broker,82,Greater Cairo
7500000,45180,3,2,0,Garden,2027,Cash or Installments,Broker,166,Greater Cairo
10500000,84000,2,3,2,Other,2025,Installments,Broker,125,North Coast
11550000,88846,2,2,1,Garden,2025,Installments,Broker,130,Greater Cairo
5750000,46000,2,3,2,Sea View,2028,Cash or Installments,Broker,125,Greater Cairo
4504500,49500,1,1,0,Garden,2027,Cash or Installments,Broker,91,Greater Cairo
7700000,50000,3,2,5,Garden,2027,Cash or Installments,Broker,154,Greater Cairo
11110125,69875,,,1,Main Street,2028,Cash or Installments,Broker,159,Greater Cairo
5100000,53125,2,2,1,Garden,2024,Cash,Broker,96,Greater Cairo
9500000,65517,2,3,3,Garden,2026,Cash or Installments,Broker,145,Greater Cairo
11400000,72151,2,3,3,Other,2027,Installments,Broker,158,Greater Cairo
23000000,103603,3,3,3,Garden,2024,Cash or Installments,Broker,222,Greater Cairo
16000000,35555,4,4,2,Other,2024,Cash,Broker,450,Greater Cairo
5175000,31944,3,3,3,Side Street,2024,Cash or Installments,Broker,162,Greater Cairo
3625000,36616,1,1,3,Plaza,2025,Cash or Installments,Broker,99,Greater Cairo
9284000,64923,2,2,,Other,,Cash,Broker,143,Greater Cairo
11900000,72121,3,3,3,Garden,2026,Cash or Installments,Broker,165,Greater Cairo
6105000,45222,3,2,3,Garden,2026,Cash or Installments,Broker,135,Greater Cairo
7900000,42473,4,3,2,Side Street,2028,Cash or Installments,Broker,186,Greater Cairo
4830000,42000,2,1,2,Pool,2026,Cash or Installments,Broker,115,Hurghada
8100000,33750,3,3,2,Garden,2025,Cash,Broker,240,Greater Cairo
3500640,53040,1,1,1,Main Street,2028,Cash or Installments,Broker,66,Hurghada
15500000,31000,4,4,0,Other,2025,Cash,Broker,500,Greater Cairo
5700000,39041,3,2,2,Garden,2029,Cash or Installments,Broker,146,Greater Cairo
12000000,62827,3,3,4,Main Street,2024,Installments,Broker,191,Greater Cairo
5738000,73564,1,1,0,Garden,2025,Cash or Installments,Broker,78,Greater Cairo
5800000,64444,1,1,3,Side Street,2023,Cash,Broker,90,Greater Cairo
11190000,149200,1,1,0,Garden,2027,Installments,Broker,75,Greater Cairo
8500000,48571,3,3,5,Garden,2025,Cash,Broker,175,Greater Cairo
17271000,131839,2,,0,Golf Course,2027,Cash or Installments,Broker,131,Greater Cairo
9400000,50537,3,2,0,Garden,2025,Cash or Installments,Broker,186,Greater Cairo
5260905,45747,2,1,3,Main Street,2022,Cash or Installments,Broker,115,Greater Cairo
19980809,105162,3,3,1,Main Street,2029,Cash or Installments,Broker,190,Greater Cairo
2820000,60000,1,1,1,Pool,2028,Installments,Broker,47,Hurghada
3579000,17984,4,3,2,Main Street,2020,Cash or Installments,Broker,199,Greater Cairo
6788000,40891,3,2,2,Garden,2028,Cash or Installments,Broker,166,Greater Cairo
12000000,55813,4,2,0,Sea View,2026,Cash or Installments,Broker,215,North Coast
17900000,109815,3,3,3,Main Street,2026,Cash or Installments,Broker,163,Greater Cairo
5100000,20000,5,2,4,Main Street,2019,Cash or Installments,Broker,255,Greater Cairo
3344000,30400,2,2,3,Garden,2024,Cash,Broker,110,Greater Cairo
6480000,60000,2,2,2,Garden,2028,Cash or Installments,Broker,108,Greater Cairo
4674600,44100,2,1,4,Pool,2027,Cash or Installments,Broker,106,Hurghada
4847000,37000,3,1,1,Main Street,2027,Cash or Installments,Broker,131,Hurghada
5400000,48214,2,1,2,Other,2025,Cash or Installments,Broker,112,Hurghada
2450000,13611,,,1,Corner,2021,Cash,Broker,180,Greater Cairo
10463000,57806,3,3,1,Garden,2025,Cash or Installments,Broker,181,Greater Cairo
8700000,58783,2,1,2,Main Street,2027,Cash or Installments,Broker,148,Greater Cairo
10200000,40000,4,3,2,Main Street,2020,Cash or Installments,Broker,255,Greater Cairo
12000000,70588,3,3,4,Main Street,2028,Cash or Installments,Broker,170,Greater Cairo
3367000,45500,1,,4,Side Street,2027,Cash or Installments,Broker,74,Hurghada
13764240,76468,3,3,1,Main Street,2022,Cash or Installments,Broker,180,Greater Cairo
12250000,55681,4,4,3,Other,2025,Cash,Broker,220,Greater Cairo
4165000,35000,3,1,12,,2026,Cash or Installments,Broker,119,Greater Cairo
5720000,40000,3,2,1,Pool,2026,Installments,Broker,143,Greater Cairo
12380000,94503,2,,,Other,,Cash or Installments,Broker,131,Greater Cairo
3300000,15714,3,3,1,Side Street,2022,Cash,Broker,210,Greater Cairo
6000000,37500,3,2,5,Club,2026,Installments,Broker,160,Alexandria
11748800,64553,3,3,0,Sea View,2025,Cash or Installments,Broker,182,North Coast
13000000,93525,,,2,Main Street,2026,Installments,Broker,139,Greater Cairo
4130595,45895,2,1,2,Other,2027,Installments,Broker,90,Greater Cairo
11000000,36666,4,3,2,Garden,2023,Cash,Broker,300,Greater Cairo
5408000,52000,2,2,3,Main Street,2028,Cash or Installments,Broker,104,Greater Cairo
7600000,25333,,,2,Main Street,2025,Cash,Broker,300,Greater Cairo
4508500,35500,3,1,1,Main Street,2028,Cash or Installments,Broker,127,Hurghada
7700000,48125,3,2,2,Main Street,2024,Installments,Broker,160,Greater Cairo
8493000,121328,1,1,2,Garden,2030,Installments,Broker,70,Alexandria
3400000,50000,1,,2,Main Street,2029,Cash or Installments,Broker,68,Greater Cairo
7615000,41612,3,3,5,Other,2025,Cash,Broker,183,Greater Cairo
13622000,61918,3,3,1,Main Street,2027,Cash or Installments,Broker,220,Greater Cairo
20935662,106814,3,3,5,Garden,2025,Cash or Installments,Broker,196,Greater Cairo
3942000,54000,2,1,3,Pool,2027,Cash or Installments,Broker,73,Hurghada
12300000,41000,4,3,13,Other,2025,Cash,Broker,300,Greater Cairo
11450000,50888,3,3,0,Garden,2025,Cash or Installments,Broker,225,Greater Cairo
3048000,44173,1,1,0,Garden,2025,Cash or Installments,Broker,69,Hurghada
4141000,31610,3,2,1,Garden,2028,Cash or Installments,Broker,131,Greater Cairo
10500000,62500,2,2,0,Other,2025,Cash,Broker,168,Greater Cairo
9600000,73282,2,,2,Garden,2025,Installments,Broker,131,Greater Cairo
6200000,50406,3,2,1,Other,2025,Cash,Broker,123,Greater Cairo
5850000,47177,2,2,5,Garden,2020,Cash,Broker,124,Greater Cairo
19958000,117400,3,,0,Club,2029,Installments,Broker,170,Greater Cairo
7985000,32327,,,3,Other,2025,Cash or Installments,Broker,247,North Coast
4256000,48919,2,1,4,Garden,2024,Cash or Installments,Broker,87,Greater Cairo
3700000,29365,2,3,1,Other,2025,Cash,Broker,126,Greater Cairo
7335674,48904,3,3,2,Garden,2024,Cash,Broker,150,Greater Cairo
17000000,28333,4,2,0,Other,2025,Cash,Broker,600,Greater Cairo
2700000,38571,1,1,2,Garden,2025,Installments,Broker,70,Greater Cairo
5408000,52504,2,2,2,Garden,2028,Cash or Installments,Broker,103,Greater Cairo
12337392,54832,4,3,2,Garden,2025,Installments,Broker,225,Greater Cairo
8500000,38636,3,2,2,Main Street,2019,Cash,Broker,220,Greater Cairo
14000000,41176,3,3,0,Garden,2025,Cash or Installments,Broker,340,Greater Cairo
4750000,47500,2,1,4,Main Street,2020,Cash or Installments,Broker,100,Greater Cairo
4887225,45675,2,,1,Garden,2028,Installments,Broker,107,Greater Cairo
7000000,53435,2,3,1,Corner,2027,Cash or Installments,Broker,131,Greater Cairo
24700000,93207,3,3,3,Garden,2019,Cash,Broker,265,Greater Cairo
7700000,30800,3,3,0,Garden,2025,Cash,Broker,250,Greater Cairo
9086000,58619,2,2,2,Main Street,2027,Cash or Installments,Broker,155,Ain El Sokhna
14300000,61111,4,4,0,Other,2023,Cash,Broker,234,Greater Cairo
7500000,44117,3,3,0,Other,2023,Cash,Broker,170,Greater Cairo
21918258,112401,3,4,1,Garden,2025,Cash or Installments,Broker,195,Greater Cairo
13430682,79004,3,2,1,Main Street,2028,Cash or Installments,Broker,170,Greater Cairo
6800000,32380,3,3,3,,2014,Cash or Installments,Broker,210,Alexandria
5600000,33939,3,3,2,Garden,2026,Installments,Broker,165,Greater Cairo
5500000,55555,2,1,4,Garden,2025,Cash,Broker,99,Greater Cairo
12930000,61279,4,4,3,Pool,2028,Installments,Broker,211,Greater Cairo
8712500,47094,3,3,5,Garden,2027,Installments,Broker,185,Greater Cairo
11981000,61441,,,5,Main Street,2027,Cash or Installments,Broker,195,Greater Cairo
7000000,63636,2,2,3,Main Street,2020,Cash,Broker,110,Greater Cairo
8400000,28000,3,3,8,Main Street,2025,Cash,Broker,300,Greater Cairo
3700000,46250,1,2,5,Other,2025,Cash or Installments,Broker,80,Greater Cairo
3000000,22388,3,2,2,Garden,2025,Cash,Broker,134,Greater Cairo
5412000,71210,1,1,1,Garden,2027,Cash or Installments,Broker,76,Greater Cairo
7200000,32000,3,2,1,Main Street,2025,Cash,Broker,225,Greater Cairo
8750000,50000,3,2,1,Garden,2028,Installments,Broker,175,Greater Cairo
12000000,70588,3,3,3,Main Street,2028,Cash or Installments,Broker,170,Greater Cairo
14492640,51030,4,4,9,Club,2025,Installments,Broker,284,Alexandria
8000000,34782,3,3,3,Main Street,2025,Cash,Broker,230,Greater Cairo
8360000,55000,3,3,2,Pool,2028,Cash or Installments,Broker,152,Greater Cairo
6800000,40000,3,3,4,Side Street,2025,Cash,Broker,170,Greater Cairo
6800000,40000,3,3,3,Other,2025,Cash,Broker,170,Greater Cairo
4892400,30200,3,3,5,Other,2027,Cash or Installments,Broker,162,Qalyubia
6281220,49458,2,2,8,Main Street,2027,Cash or Installments,Broker,127,Greater Cairo
4375000,35000,2,2,2,Side Street,2027,Cash or Installments,Broker,125,Hurghada
11700000,76973,3,3,2,Other,2025,Cash,Broker,152,Greater Cairo
4674600,44100,2,1,3,Pool,2027,Cash or Installments,Broker,106,Hurghada
10199000,62189,3,3,3,Garden,2027,Installments,Broker,164,Greater Cairo
10670000,104607,2,2,2,,2026,Cash or Installments,Broker,102,Greater Cairo
8750000,50000,3,2,2,Garden,2028,Cash or Installments,Broker,175,Greater Cairo
6413201,48955,2,2,5,Main Street,2026,Installments,Broker,131,Greater Cairo
3589000,23768,2,2,3,Other,2025,Cash or Installments,Broker,151,North Coast
4053500,60500,1,1,1,Main Street,2026,Cash or Installments,Broker,67,Hurghada
4739000,52655,2,2,2,Main Street,2027,Cash or Installments,Broker,90,Greater Cairo
3857000,29000,3,3,1,Garden,2028,Installments,Broker,133,Greater Cairo
14300000,61111,4,4,0,Garden,2025,Cash,Broker,234,Greater Cairo
5500000,57894,2,2,0,Garden,2025,Cash,Broker,95,Greater Cairo
4200000,31343,3,2,2,Main Street,2025,Cash or Installments,Broker,134,Greater Cairo
4100000,28671,3,2,4,Garden,2025,Cash or Installments,Broker,143,Greater Cairo
7445000,33840,4,4,1,Main Street,2026,Installments,Broker,220,Greater Cairo
2680000,41875,1,1,0,Pool,2026,Installments,Broker,64,Hurghada
25913776,127654,4,3,0,Pool,2025,Cash or Installments,Broker,203,Greater Cairo
2434000,60850,1,1,1,Main Street,2027,Installments,Broker,40,Hurghada
14000000,79545,3,2,1,Pool,2025,Cash or Installments,Broker,176,Greater Cairo
6180000,60000,2,2,1,Other,2026,Cash or Installments,Broker,103,Greater Cairo
8700000,56129,3,3,5,Other,2025,Cash,Broker,155,Greater Cairo
4713000,38631,2,,1,Main Street,2026,Cash or Installments,Broker,122,Greater Cairo
3300000,42307,1,1,1,Garden,2028,Cash or Installments,Broker,78,Greater Cairo
7150000,85119,2,1,1,Garden,2025,Installments,Broker,84,Greater Cairo
2818200,46200,1,1,4,Pool,2027,Cash or Installments,Broker,61,Hurghada
2550000,28021,2,2,3,Main Street,2028,Installments,Broker,91,Greater Cairo
6400000,35955,4,2,4,,2027,Installments,Broker,178,Dakahlia
8838500,45325,4,,0,Main Street,2028,Installments,Broker,195,Greater Cairo
7200000,61538,2,2,0,Lake,2027,Cash or Installments,Broker,117,Greater Cairo
7705000,45863,2,3,2,Garden,2025,Cash,Broker,168,Greater Cairo
12300000,41000,4,3,13,Main Street,2025,Cash,Broker,300,Greater Cairo
13650000,78000,3,3,2,Main Street,2025,Cash or Installments,Broker,175,Greater Cairo
7100000,48965,2,2,4,Garden,2025,Cash,Broker,145,Greater Cairo
7293200,50647,2,,0,Main Street,2027,Cash or Installments,Broker,144,Greater Cairo
9350031,49210,3,2,3,Lake,2025,Installments,Broker,190,Greater Cairo
6500000,43624,3,3,4,Garden,2026,Cash or Installments,Broker,149,Greater Cairo
9515000,49046,3,,4,Pool,2029,Cash or Installments,Broker,194,Greater Cairo
5760000,32000,3,3,2,Pool,2025,Cash or Installments,Broker,180,Greater Cairo
6390000,45000,2,2,5,Garden,2027,Cash or Installments,Broker,142,Greater Cairo
4780000,38240,2,2,0,Main Street,2025,Cash or Installments,Broker,125,Greater Cairo
3700000,31623,1,1,3,Garden,2025,Cash or Installments,Broker,117,Greater Cairo
9430000,65034,3,2,0,Other,2025,Installments,Broker,145,Greater Cairo
5352500,33245,,,2,Corner,2027,Cash or Installments,Broker,161,Greater Cairo
17500000,116666,3,3,0,Other,2025,Cash or Installments,Broker,150,North Coast
4500000,30405,3,3,1,Other,2025,Cash,Broker,148,Greater Cairo
6175000,38117,3,2,3,Main Street,2027,Cash or Installments,Broker,162,Hurghada
6700000,36813,3,2,4,Plaza,2025,Cash,Broker,182,Greater Cairo
5285000,32623,3,2,2,Garden,2028,Installments,Broker,162,Greater Cairo
6764079,52434,2,3,2,Pool,2026,Installments,Broker,129,Greater Cairo
7000000,37837,3,2,4,Main Street,1990,Cash,Broker,185,Alexandria
4551750,26010,,,3,Main Street,2025,Cash or Installments,Broker,175,Greater Cairo
8000000,27586,4,3,1,Side Street,2024,Cash,Broker,290,Greater Cairo
9216000,72000,3,,2,Garden,2027,Cash or Installments,Broker,128,Greater Cairo
7804000,58238,3,2,3,Other,2025,Installments,Broker,134,Greater Cairo
13972602,72396,3,3,3,Main Street,2025,Cash or Installments,Broker,193,Greater Cairo
6851600,54812,2,2,1,Main Street,2028,Installments,Broker,125,Greater Cairo
3750000,22058,3,3,4,Main Street,2020,Cash,Broker,170,Greater Cairo
6048000,36000,3,2,1,Main Street,2026,Cash or Installments,Broker,168,Greater Cairo
25000000,147058,3,3,4,Lake,2029,Installments,Broker,170,Greater Cairo
22350000,141455,3,2,3,Other,2025,Cash,Broker,158,Greater Cairo
17000000,72961,3,3,0,Garden,2026,Cash or Installments,Broker,233,Greater Cairo
11500000,57500,3,3,0,Main Street,2025,Cash or Installments,Broker,200,Greater Cairo
8000000,47058,3,2,3,Main Street,2025,Cash or Installments,Broker,170,Greater Cairo
6900000,107812,1,1,0,Garden,2025,Cash or Installments,Broker,64,Greater Cairo
6440000,46000,3,2,9,Club,2026,Cash or Installments,Broker,140,Alexandria
7000000,29166,4,2,5,Main Street,2025,Cash,Broker,240,Greater Cairo
8000000,28571,3,2,1,Main Street,2025,Cash,Broker,280,Greater Cairo
9265539,63030,3,,5,Pool,2028,Cash or Installments,Broker,147,Greater Cairo
6613140,69612,1,,4,Main Street,2026,Installments,Broker,95,Greater Cairo
5370000,27968,3,3,4,Garden,2025,Installments,Broker,192,Greater Cairo
3320000,43684,1,1,3,Side Street,2027,Cash or Installments,Broker,76,Hurghada
7000000,33333,3,2,2,Main Street,2025,Cash,Broker,210,Greater Cairo
